"Model","Scenario","Region","Variable","Unit","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068","2069","2070","2071","2072","2073","2074","2075","2076","2077","2078","2079","2080","2081","2082","2083","2084","2085","2086","2087","2088","2089","2090","2091","2092","2093","2094","2095","2096","2097","2098","2099","2100"
"WITCH-GLOBIOM 3.1","SSP1-34","World","AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED","°C",0.711019357,0.737666689,0.759933025,0.776513985,0.790306781,0.804564339,0.822495227,0.822497196,0.836823366,0.865578305,0.892835524,0.918528159,0.94656963,0.972756584,0.999680177,1.026480999,1.0542409,1.081495299,1.109893746,1.138584389,1.168587137,1.198713729,1.229050923,1.259698762,1.289955917,1.318995161,1.347608106,1.376324608,1.404148595,1.432008952,1.459040955,1.484807662,1.51107889,1.53640708,1.560911722,1.58576907,1.608326282,1.631389272,1.654841101,1.676244282,1.69424223,1.7121382,1.727180844,1.742089212,1.759614443,1.776577609,1.792715795,1.808066399,1.824253018,1.837391256,1.8507664,1.864128196,1.876125014,1.885995532,1.897807412,1.908434057,1.918991521,1.928728635,1.938799862,1.947913461,1.958664766,1.968262609,1.976909692,1.985568157,1.994033621,2.003414568,2.01158628,2.020497201,2.029284902,2.035953194,2.041476426,2.046151566,2.053195082,2.059746933,2.065068339,2.067588876,2.069785044,2.071723807,2.075279423,2.079392228,2.083514825,2.087970702,2.091164019,2.091523814,2.09355711,2.095747741,2.098066292,2.100501894,2.102705747,2.105089778,2.107479159,2.108408474,2.109508244,2.111346779,2.110885392,2.111936906,2.111998452,2.109112523,2.107038025,2.106692991,2.105903483
"WITCH-GLOBIOM 3.1","SSP1-45","World","AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED","°C",0.711019357,0.737666689,0.759933025,0.776513985,0.790306781,0.804564339,0.822495227,0.822497196,0.836823366,0.865578305,0.892858375,0.918618193,0.946744273,0.973024543,1.000092163,1.026696595,1.054575648,1.081684032,1.110067301,1.138742569,1.168407488,1.197472834,1.227409078,1.257073796,1.287143787,1.317080462,1.345738933,1.376194413,1.406543683,1.436661922,1.467167219,1.498097312,1.529124172,1.559731693,1.589493632,1.618399105,1.647308009,1.677450338,1.707371231,1.736125625,1.76315128,1.791156275,1.817550892,1.844103354,1.868196631,1.891841697,1.912431,1.934680966,1.95708887,1.979100549,1.999363533,2.018416313,2.038015704,2.057587277,2.076107573,2.093257565,2.110611158,2.129594101,2.148227977,2.164029564,2.181217319,2.199163101,2.214958361,2.231809834,2.248740257,2.265216678,2.279524576,2.293626035,2.307473975,2.322686156,2.337628028,2.35231035,2.366259837,2.379021371,2.391375776,2.403926205,2.416783505,2.428766703,2.441421215,2.452670225,2.463733688,2.474664379,2.48445201,2.494113307,2.504410628,2.512693516,2.520713095,2.529122105,2.538690632,2.548398964,2.557516525,2.567204148,2.575883586,2.581194291,2.584480214,2.587640654,2.593162945,2.60043933,2.605964868,2.608279374,2.609431299
"WITCH-GLOBIOM 3.1","SSP1-Baseline","World","AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED","°C",0.711019357,0.737666689,0.759933025,0.776513985,0.790306781,0.804564339,0.822495227,0.822497196,0.836823366,0.865578305,0.892770996,0.918271587,0.946197013,0.972521271,0.999397946,1.026883084,1.055267887,1.083054525,1.11259866,1.142319796,1.173256371,1.204710162,1.236348279,1.268588804,1.300640071,1.333466218,1.36491905,1.397684076,1.430986529,1.465268785,1.498761199,1.530956868,1.563093564,1.595802052,1.631157096,1.664916029,1.69879017,1.733772834,1.767662527,1.802599693,1.837133446,1.871059809,1.904827663,1.937959455,1.972844973,2.008385704,2.04430133,2.07817331,2.111166302,2.144625642,2.179404062,2.211072273,2.239825962,2.26858743,2.30229097,2.334149122,2.365319615,2.396372916,2.426793112,2.457892887,2.486100595,2.516755535,2.547148586,2.576388343,2.604237417,2.633948028,2.663237095,2.690143567,2.715533335,2.743042498,2.771411784,2.797983401,2.825945615,2.853496197,2.88147969,2.905928144,2.932742023,2.961101484,2.986633716,3.012404056,3.03990973,3.067169444,3.091679208,3.11575308,3.139472724,3.161742245,3.184895518,3.209571869,3.232227248,3.255592767,3.278380143,3.300280292,3.320932813,3.341080107,3.358234202,3.377013136,3.396381138,3.415106485,3.434587704,3.455305582,3.47765878
"WITCH-GLOBIOM 3.1","SSP2-26","World","AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED","°C",0.711019357,0.737666689,0.759933025,0.776513985,0.790306781,0.804564339,0.822495227,0.822497196,0.836823366,0.865578305,0.893027741,0.919077465,0.947950162,0.974957876,1.003227905,1.032469072,1.061124165,1.089680446,1.118388492,1.147660909,1.178008736,1.209688799,1.240951437,1.271690475,1.3016036,1.328935927,1.355251626,1.380831749,1.406118139,1.429185368,1.448496759,1.464470229,1.476998424,1.487955455,1.49942734,1.510862324,1.521222904,1.530760947,1.539942326,1.548631866,1.556910986,1.564163769,1.57068685,1.577453524,1.583874411,1.591174982,1.598444163,1.605282259,1.612400117,1.61843874,1.622889497,1.628639547,1.634621568,1.637898355,1.643064792,1.649563536,1.655421547,1.659274986,1.663576166,1.668520472,1.672916966,1.675709876,1.677955155,1.681010793,1.683861323,1.686298813,1.687499853,1.688708244,1.689747082,1.690928541,1.692835158,1.693285724,1.695139418,1.696760805,1.696833892,1.697402227,1.696828429,1.696018645,1.696774092,1.69689463,1.696857942,1.696181016,1.695542393,1.695157394,1.69492585,1.695271039,1.695538634,1.694827523,1.692983108,1.691723276,1.690817116,1.689780612,1.688176924,1.686344881,1.68435699,1.681165286,1.677742869,1.674708676,1.671784044,1.668568829,1.665412195
"WITCH-GLOBIOM 3.1","SSP2-34","World","AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED","°C",0.711019357,0.737666689,0.759933025,0.776513985,0.790306781,0.804564339,0.822495227,0.822497196,0.836823366,0.865578305,0.892804094,0.918300592,0.946500391,0.972700191,1.000256813,1.028004349,1.056418143,1.085016807,1.113994916,1.143408782,1.173605023,1.204204396,1.233737665,1.26341951,1.292165604,1.320782915,1.350113149,1.377480254,1.402504722,1.428989482,1.452767069,1.475740702,1.499128466,1.52295215,1.544711489,1.564713305,1.58443356,1.602451832,1.621937632,1.641600951,1.658069847,1.67438303,1.691587999,1.710442445,1.728981352,1.744171273,1.75768309,1.771736681,1.784024472,1.797895449,1.810709068,1.823803202,1.834184262,1.84602282,1.859042293,1.870545645,1.882202086,1.892064386,1.9045642,1.916436648,1.927573529,1.93739131,1.944160841,1.952496725,1.960140153,1.96788102,1.976077803,1.983892884,1.989798795,1.994378212,1.99832615,2.003406928,2.00948639,2.016279181,2.022977008,2.026229224,2.029342048,2.032399575,2.036070458,2.039709234,2.043594057,2.048603441,2.053981671,2.057655159,2.06131513,2.065382527,2.06810688,2.069627872,2.07304476,2.076276935,2.078091276,2.08000727,2.083468226,2.083994045,2.085355575,2.087762593,2.089857789,2.091461048,2.093416933,2.093792717,2.092428678
"WITCH-GLOBIOM 3.1","SSP2-45","World","AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED","°C",0.711019357,0.737666689,0.759933025,0.776513985,0.790306781,0.804564339,0.822495227,0.822497196,0.836823366,0.865578305,0.892708783,0.917931999,0.945878989,0.971922017,0.998684507,1.026445249,1.054297413,1.082405086,1.111759206,1.141116093,1.171166097,1.200681621,1.230677709,1.259973317,1.288079647,1.316453117,1.344444186,1.372239742,1.400400987,1.429642811,1.458305952,1.486551128,1.513599931,1.541179627,1.568166049,1.594507672,1.620858408,1.647038055,1.673379715,1.69977812,1.726429042,1.752862487,1.777445614,1.803286699,1.828675959,1.852628004,1.877064346,1.901047484,1.924591577,1.947355894,1.968352066,1.988733029,2.009219775,2.029313029,2.048340305,2.066984252,2.085195106,2.101977782,2.120248382,2.139868314,2.157921394,2.175707481,2.191646962,2.208282964,2.2216935,2.236002673,2.250644126,2.263599252,2.278187107,2.291993509,2.306704393,2.321352189,2.334570386,2.348922777,2.362490392,2.374292602,2.386176581,2.397745569,2.409096839,2.420264195,2.431553979,2.443012687,2.45346445,2.46357816,2.47287758,2.484405825,2.494876306,2.503255022,2.512393596,2.521475744,2.53041662,2.54050596,2.550051172,2.559956908,2.569998329,2.577809038,2.584969137,2.59083627,2.59733604,2.603351424,2.608720249
"WITCH-GLOBIOM 3.1","SSP2-60","World","AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED","°C",0.711019357,0.737666689,0.759933025,0.776513985,0.790306781,0.804564339,0.822495227,0.822497196,0.836823366,0.865578305,0.892682182,0.917827054,0.945661312,0.97171494,0.998237167,1.026002009,1.053652394,1.081793879,1.110838239,1.140357043,1.169742936,1.198988499,1.227678034,1.256162013,1.284087068,1.312365038,1.341426242,1.37028765,1.400562119,1.431195873,1.461742529,1.492738395,1.524582979,1.557181049,1.589608219,1.62199583,1.65505645,1.688279776,1.72164662,1.754634314,1.787127621,1.819782099,1.854004774,1.888646358,1.9221288,1.956120141,1.987629959,2.017407496,2.049721689,2.079484994,2.11094042,2.142382183,2.174120973,2.203191933,2.233439121,2.264901263,2.294895657,2.323675072,2.350670497,2.379233762,2.405236421,2.434432568,2.461713311,2.488362299,2.512241273,2.53573854,2.560291045,2.585531476,2.610838346,2.636386898,2.662878442,2.689955971,2.715813371,2.74214594,2.765808504,2.789724575,2.812699195,2.835601686,2.861016926,2.883923145,2.907392881,2.930275737,2.95216286,2.973629104,2.995795765,3.018896524,3.042680895,3.063871355,3.084952457,3.10592671,3.126318967,3.146362272,3.166353238,3.186314346,3.206183027,3.227245152,3.250263623,3.268332115,3.288402086,3.307634373,3.324502662
"WITCH-GLOBIOM 3.1","SSP2-Baseline","World","AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED","°C",0.711019357,0.737666689,0.759933025,0.776513985,0.790306781,0.804564339,0.822495227,0.822497196,0.836823366,0.865578305,0.892433635,0.917050329,0.943833213,0.970024985,0.99489005,1.022359981,1.049813851,1.078481738,1.107805179,1.138426222,1.168207359,1.199004383,1.230259717,1.26162693,1.293038946,1.325136936,1.357288936,1.389575058,1.423225589,1.458192901,1.492356805,1.527600433,1.564318724,1.600837603,1.63709222,1.673476186,1.710898759,1.748058706,1.785487321,1.82458256,1.862617169,1.902127271,1.940535594,1.979064638,2.01821326,2.059575747,2.099891462,2.139873876,2.180163646,2.220700038,2.26181946,2.300520536,2.342249882,2.380085425,2.419065069,2.460069205,2.500183818,2.54495896,2.590235098,2.633745142,2.676261925,2.718041019,2.759745898,2.801448871,2.840444558,2.879475939,2.922430523,2.960497497,3.00126704,3.041824418,3.083082053,3.13199074,3.171770775,3.21018237,3.249377799,3.290505347,3.331692869,3.373473284,3.415539307,3.457100726,3.493657777,3.530570053,3.570866906,3.608712277,3.648458868,3.69168171,3.733224556,3.779543463,3.823334089,3.869071033,3.911092326,3.949561928,3.990635458,4.035607524,4.078722638,4.11579894,4.158170321,4.201308045,4.240649132,4.279143605,4.320710155
"WITCH-GLOBIOM 3.1","SSP3-34","World","AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED","°C",0.711019357,0.737666689,0.759933025,0.776513985,0.790306781,0.804564339,0.822495227,0.822497196,0.836823366,0.865578305,0.892839228,0.918346695,0.946704397,0.973105526,1.00122962,1.028853927,1.057339367,1.086420486,1.115623524,1.145284937,1.176501502,1.207993264,1.238996468,1.26924831,1.299396571,1.328992608,1.358559571,1.386532356,1.413354307,1.440869178,1.465560075,1.490053993,1.512830292,1.534125222,1.554975411,1.574920387,1.593914259,1.609687107,1.623926541,1.640479103,1.656510947,1.674223826,1.690115737,1.704809589,1.718220818,1.731699717,1.74472391,1.75787844,1.770465238,1.782590104,1.792717967,1.802700581,1.813860813,1.824999589,1.835800943,1.846242253,1.855841482,1.864336806,1.873211401,1.882039618,1.891051935,1.898325406,1.905647802,1.914422184,1.921670581,1.928316629,1.935519203,1.942589271,1.949796217,1.956844318,1.962306565,1.96898673,1.975735834,1.982349996,1.987571437,1.991573187,1.995735557,2.002456663,2.009582439,2.014488959,2.019406735,2.025044479,2.030365262,2.034937047,2.038474531,2.041745638,2.044754402,2.048795009,2.050990812,2.052924647,2.055487085,2.058451881,2.061314412,2.063944784,2.066356778,2.066960256,2.067306499,2.068484264,2.070386757,2.070912695,2.070958679
"WITCH-GLOBIOM 3.1","SSP3-45","World","AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED","°C",0.711019357,0.737666689,0.759933025,0.776513985,0.790306781,0.804564339,0.822495227,0.822497196,0.836823366,0.865578305,0.892350911,0.916667457,0.942946059,0.969235359,0.993772011,1.020485825,1.047141881,1.074185265,1.103926635,1.132618989,1.163433067,1.194656016,1.226751239,1.257751234,1.287779969,1.318283661,1.349210212,1.379236166,1.409171769,1.438775584,1.467432567,1.496531774,1.527936173,1.557845189,1.585396185,1.613995136,1.642319968,1.668899453,1.69545919,1.721865823,1.748413497,1.774203928,1.800587267,1.82642704,1.848843696,1.870414766,1.894232945,1.92019508,1.941870374,1.963489372,1.985330197,2.008346244,2.029162084,2.050208317,2.070549957,2.090526604,2.11161557,2.133400559,2.152570465,2.173896308,2.193626273,2.209991038,2.223784675,2.239324797,2.256174316,2.271936212,2.28649222,2.300652459,2.314749214,2.329507922,2.344070003,2.356970742,2.367630455,2.380116248,2.391072617,2.402963457,2.413706914,2.424645136,2.435293007,2.44572896,2.455195306,2.463517466,2.471916497,2.480067781,2.490596901,2.499908553,2.511316208,2.521756975,2.531189997,2.541089571,2.550128973,2.557221318,2.562991116,2.569285412,2.575097527,2.582234233,2.590222928,2.59490142,2.599095613,2.603491168,2.609110215
"WITCH-GLOBIOM 3.1","SSP3-60","World","AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED","°C",0.711019357,0.737666689,0.759933025,0.776513985,0.790306781,0.804564339,0.822495227,0.822497196,0.836823366,0.865578305,0.89218045,0.915987602,0.941427499,0.967626981,0.991446858,1.017094108,1.043351525,1.070345066,1.099013877,1.128187715,1.158223626,1.187857835,1.217105781,1.246398226,1.276307105,1.307137208,1.338631608,1.370066756,1.402594963,1.435245679,1.468352696,1.501523663,1.535330146,1.568862843,1.603479309,1.63795869,1.673829569,1.709407936,1.745920963,1.781508359,1.816593976,1.853104542,1.890258167,1.927137294,1.963543985,1.999867974,2.035944823,2.072161345,2.108584703,2.143309278,2.178964979,2.214563284,2.250213184,2.28653852,2.322959229,2.356715786,2.391015733,2.42574392,2.46028239,2.494497739,2.526354158,2.556831608,2.584307886,2.611530373,2.641568068,2.668902815,2.695261691,2.721025135,2.742747236,2.76599626,2.792183324,2.81526011,2.837685044,2.863237101,2.886804709,2.905181967,2.926566774,2.948357992,2.969035389,2.985854981,3.003865122,3.023824314,3.042334719,3.063115819,3.080233435,3.100347965,3.118137068,3.135768975,3.154141176,3.174364536,3.193971568,3.212281595,3.226039806,3.241544003,3.258244168,3.274485027,3.294685155,3.30991057,3.32034895,3.333650581,3.347081996
"WITCH-GLOBIOM 3.1","SSP3-Baseline","World","AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED","°C",0.711019357,0.737666689,0.759933025,0.776513985,0.790306781,0.804564339,0.822495227,0.822497196,0.836823366,0.865578305,0.891968236,0.915020997,0.94005179,0.965301364,0.989698713,1.014478238,1.040275722,1.068402666,1.097394281,1.127703459,1.158488906,1.189014866,1.218064325,1.249897197,1.282586649,1.313922449,1.346132172,1.378875312,1.412317621,1.446766194,1.481678644,1.517590903,1.554257137,1.590761987,1.627221778,1.665237724,1.703067062,1.740808915,1.777383579,1.813788953,1.850929973,1.88884721,1.927018471,1.963882115,2.002083032,2.040561937,2.078940632,2.116204969,2.153837488,2.192742156,2.232126819,2.272512362,2.312423291,2.353540287,2.391559615,2.432255135,2.470633312,2.51123969,2.551426451,2.591298501,2.631011992,2.667318587,2.705570264,2.746856996,2.788233407,2.829749585,2.868346605,2.905585253,2.940824356,2.977741377,3.015901658,3.05276,3.091838078,3.134520695,3.176454629,3.217527995,3.260780735,3.303888064,3.343611233,3.382641395,3.423933237,3.465808235,3.507974733,3.553704204,3.59347512,3.633736814,3.675261936,3.723123852,3.7685762,3.817197181,3.862305997,3.905974921,3.951435175,4.000511662,4.049087529,4.094777147,4.142163642,4.185875098,4.232505275,4.281197765,4.325682818
"WITCH-GLOBIOM 3.1","SSP4-19","World","AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED","°C",0.711019357,0.737666689,0.759933025,0.776513985,0.790306781,0.804564339,0.822495227,0.822497196,0.836823366,0.865578305,0.892644317,0.917593163,0.945267839,0.971008232,0.996882762,1.024096472,1.05080314,1.077850855,1.105878345,1.133775726,1.163748548,1.195658715,1.22688964,1.257593587,1.288843365,1.317551501,1.345055995,1.372119546,1.396450387,1.419060549,1.439009261,1.452283612,1.46075101,1.467557619,1.475025918,1.483190885,1.488739421,1.493961834,1.498280344,1.503477075,1.506609793,1.508713305,1.511330798,1.512165909,1.513128158,1.514173551,1.51515339,1.517810318,1.518686247,1.516563419,1.516518291,1.514478857,1.513148007,1.510940548,1.507422088,1.506621736,1.505836386,1.504415509,1.502372799,1.500888763,1.499666075,1.496402564,1.494983092,1.491981924,1.488112122,1.484494685,1.480183389,1.476870462,1.472476617,1.468762102,1.464961347,1.460108117,1.455751822,1.450800755,1.446201002,1.440519045,1.434518089,1.428620583,1.423080912,1.417376182,1.411403297,1.404572887,1.397454843,1.390483139,1.383385446,1.376916842,1.370502706,1.362686275,1.354535473,1.346481651,1.33988484,1.332722211,1.325228854,1.318915511,1.311020081,1.304243098,1.298541938,1.292516631,1.285766492,1.277679207,1.269571974
"WITCH-GLOBIOM 3.1","SSP4-26","World","AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED","°C",0.711019357,0.737666689,0.759933025,0.776513985,0.790306781,0.804564339,0.822495227,0.822497196,0.836823366,0.865578305,0.892352707,0.916661867,0.942774473,0.968648921,0.992689982,1.018406386,1.044627409,1.071082168,1.098955892,1.126107432,1.155319656,1.187917504,1.220270155,1.254269822,1.284531531,1.314951256,1.345502945,1.375025577,1.40200294,1.429920334,1.45402676,1.476108406,1.495405318,1.511776945,1.524360001,1.536990621,1.549869405,1.562502679,1.574902162,1.588173331,1.599266718,1.609771942,1.61704758,1.624928778,1.632595974,1.640235637,1.645989284,1.651904641,1.657840017,1.665561597,1.671445631,1.676571472,1.682398774,1.688428394,1.690975558,1.69683572,1.702518089,1.708936447,1.714812734,1.71763705,1.720152931,1.721902597,1.724062472,1.725742191,1.727960284,1.729961504,1.730729355,1.730969391,1.732115562,1.732828316,1.733559585,1.735836049,1.737354149,1.736804468,1.735278228,1.736497925,1.737810444,1.737522909,1.736629143,1.735999428,1.736159272,1.736323073,1.734795193,1.733953316,1.734100892,1.734098524,1.733171539,1.732861895,1.731756017,1.730510832,1.729058174,1.727482478,1.724878265,1.721472401,1.7186434,1.714572619,1.710368787,1.706340135,1.702669291,1.698941167,1.693535231
"WITCH-GLOBIOM 3.1","SSP4-34","World","AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED","°C",0.711019357,0.737666689,0.759933025,0.776513985,0.790306781,0.804564339,0.822495227,0.822497196,0.836823366,0.865578305,0.892341234,0.916615241,0.942662304,0.96849577,0.992443375,1.017968988,1.044225052,1.070187989,1.097744393,1.125201704,1.153350848,1.183424452,1.213168545,1.243229217,1.272676283,1.301625933,1.329289168,1.356386764,1.382968823,1.411686857,1.438545817,1.465999076,1.490595223,1.516257904,1.541784316,1.566789172,1.589664346,1.612978244,1.635359414,1.656570399,1.678136129,1.696912347,1.715290316,1.734339877,1.75351057,1.770858218,1.786505195,1.802851737,1.819198178,1.835160858,1.850408003,1.865722783,1.879403531,1.891467223,1.905634361,1.916182907,1.927492181,1.939162679,1.949871608,1.961319214,1.971829184,1.981305154,1.990399875,2.000297925,2.008201675,2.0180678,2.025426677,2.034034918,2.041493202,2.047798036,2.0538244,2.062292088,2.068291304,2.073917825,2.079224542,2.08460675,2.089809671,2.094935796,2.099119076,2.104184684,2.107850631,2.110278568,2.113090117,2.11721442,2.121105813,2.124441184,2.12587624,2.128037965,2.13107185,2.133200281,2.135335226,2.135964082,2.1366482,2.136930123,2.136769618,2.136689242,2.133954952,2.131797792,2.132141615,2.130478529,2.126586671
"WITCH-GLOBIOM 3.1","SSP4-45","World","AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED","°C",0.711019357,0.737666689,0.759933025,0.776513985,0.790306781,0.804564339,0.822495227,0.822497196,0.836823366,0.865578305,0.892388084,0.916791689,0.943075576,0.9689246,0.993015577,1.018957921,1.045084277,1.071576479,1.099873898,1.12696572,1.154355362,1.182956112,1.2114672,1.239925798,1.268317104,1.297167537,1.324869258,1.354156246,1.382154754,1.410096696,1.438015026,1.467024852,1.496777109,1.52628326,1.555562726,1.585066959,1.613450517,1.641321492,1.668958775,1.696346681,1.723665035,1.750494825,1.776579238,1.801725627,1.825151371,1.846427745,1.869430114,1.893029339,1.915656868,1.93899556,1.958205873,1.978929566,1.999749706,2.021911907,2.043004924,2.061976864,2.081323561,2.100032565,2.120169385,2.140335017,2.158980869,2.17834021,2.197413197,2.21606021,2.230642058,2.244414262,2.259014891,2.273061512,2.287384861,2.302326943,2.316980792,2.330892699,2.343482391,2.357180971,2.371957147,2.38667285,2.401554325,2.415958065,2.429694516,2.444457543,2.457535674,2.469904203,2.482514596,2.494186118,2.505914089,2.515563075,2.524857338,2.533916893,2.544080977,2.552137427,2.559870965,2.568345607,2.576891557,2.583960805,2.59170631,2.600732654,2.607020369,2.611559038,2.618117926,2.623254649,2.628458673
"WITCH-GLOBIOM 3.1","SSP4-60","World","AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED","°C",0.711019357,0.737666689,0.759933025,0.776513985,0.790306781,0.804564339,0.822495227,0.822497196,0.836823366,0.865578305,0.892412875,0.916865251,0.943275185,0.969097092,0.993230101,1.01946214,1.045513348,1.072185065,1.100688121,1.127547991,1.154560078,1.182590798,1.210805192,1.238460532,1.266954338,1.29556487,1.323245984,1.352330049,1.380766265,1.409702722,1.439236579,1.468537662,1.498492003,1.529059558,1.56089269,1.592532199,1.62284342,1.653258197,1.684243362,1.715118878,1.745782512,1.7752378,1.804569449,1.834741516,1.865008807,1.894177202,1.923230147,1.951052329,1.979621015,2.008559479,2.038182874,2.06666422,2.095915582,2.125566931,2.156381091,2.185382555,2.214309571,2.243496904,2.273016379,2.30273242,2.331891341,2.361137125,2.389502779,2.415381285,2.442027303,2.469955949,2.497762218,2.525695647,2.553922283,2.580336221,2.608844127,2.637668636,2.663791404,2.691514949,2.71968062,2.747992762,2.774552806,2.797639944,2.821756561,2.84735633,2.872768452,2.898257346,2.920803611,2.945660964,2.971474056,2.996180425,3.019807848,3.042643782,3.064368543,3.087537446,3.111535154,3.135009769,3.157806885,3.179438662,3.201431407,3.222930413,3.242679971,3.264698076,3.284218629,3.302613724,3.320125821
"WITCH-GLOBIOM 3.1","SSP4-Baseline","World","AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED","°C",0.711019357,0.737666689,0.759933025,0.776513985,0.790306781,0.804564339,0.822495227,0.822497196,0.836823366,0.865578305,0.892314675,0.916534423,0.942505278,0.968564214,0.992778842,1.019072976,1.045578453,1.072660848,1.101028998,1.129383613,1.158355153,1.188134396,1.218548859,1.248021584,1.277997379,1.307099206,1.337064095,1.367396011,1.3971866,1.428276044,1.459623745,1.49072536,1.521467737,1.554107666,1.5851113,1.616981792,1.648029467,1.680836323,1.71294957,1.744311327,1.776478395,1.808307277,1.840780467,1.873952591,1.907100897,1.940203931,1.973248992,2.00490545,2.035389199,2.066488749,2.096966113,2.127259656,2.160121663,2.191572992,2.223652856,2.255679265,2.28757549,2.319327604,2.353315772,2.386037469,2.420335761,2.451211476,2.480684601,2.510827307,2.540198712,2.572393702,2.60449275,2.637053669,2.666433879,2.691080159,2.719798483,2.746556231,2.774647108,2.803037205,2.831596392,2.860625304,2.888287229,2.915521192,2.942512977,2.969583448,2.998027578,3.024019561,3.053512509,3.078030384,3.101209418,3.128272769,3.157899711,3.185543678,3.211897081,3.238030879,3.262765463,3.287757211,3.314659832,3.341243938,3.366285713,3.390701963,3.417611262,3.44110256,3.464854696,3.489064819,3.509226899
"WITCH-GLOBIOM 3.1","SSP5-34","World","AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED","°C",0.711019357,0.737666689,0.759933025,0.776513985,0.790306781,0.804564339,0.822495227,0.822497196,0.836823366,0.865578305,0.893148937,0.919653301,0.949116464,0.976439878,1.005052644,1.033173841,1.061225226,1.090326012,1.11919034,1.148768401,1.179894863,1.211978006,1.243793203,1.274621728,1.304385062,1.333300838,1.360207191,1.385337607,1.409535545,1.433800615,1.455754753,1.473868216,1.487522984,1.500055852,1.516419469,1.529336321,1.541455019,1.554927129,1.56565755,1.579121811,1.587808465,1.598410263,1.60879873,1.619894986,1.62918483,1.638981012,1.647021412,1.655589414,1.663907389,1.672588247,1.680578128,1.688656222,1.697105488,1.706165785,1.715108965,1.723264862,1.731535742,1.740078801,1.748634989,1.757155311,1.763898584,1.771445488,1.7788521,1.786858367,1.795072384,1.803273073,1.811039587,1.818925243,1.826716018,1.834056811,1.840255845,1.84824418,1.855749801,1.863568452,1.872026885,1.880577353,1.889216123,1.897938427,1.906732978,1.91537757,1.924005289,1.932560166,1.941135191,1.94960725,1.957599137,1.965354563,1.972960093,1.980486909,1.988137114,1.996447746,2.004720782,2.012822738,2.020590736,2.027777348,2.034259366,2.040057936,2.046295518,2.051985329,2.057125134,2.061091849,2.063192964
"WITCH-GLOBIOM 3.1","SSP5-45","World","AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED","°C",0.711019357,0.737666689,0.759933025,0.776513985,0.790306781,0.804564339,0.822495227,0.822497196,0.836823366,0.865578305,0.892988275,0.919087625,0.947806301,0.974538142,1.002879731,1.030606635,1.059246181,1.087059732,1.116632268,1.145484041,1.176032224,1.207324374,1.238425747,1.270378467,1.299901202,1.32988969,1.358942278,1.387487535,1.414674714,1.44149165,1.468444785,1.493489567,1.519213376,1.54479991,1.567946469,1.590538674,1.613051841,1.637196599,1.661071182,1.683272503,1.705265464,1.725785154,1.74621543,1.765057743,1.784007253,1.801970991,1.821306491,1.840783871,1.860045038,1.878655376,1.898100437,1.917326243,1.935295286,1.952304964,1.970166962,1.987472856,2.00521765,2.02227748,2.038360871,2.054287445,2.069968669,2.084470022,2.099079829,2.115010209,2.130410732,2.145635682,2.159315866,2.173934274,2.189210962,2.205252942,2.219984414,2.233424911,2.247426043,2.261726658,2.275789063,2.288930112,2.302424982,2.316530234,2.330607302,2.344226347,2.357359085,2.370509685,2.382669655,2.3942402,2.408730647,2.423407732,2.436280986,2.44842974,2.458917701,2.471088217,2.48414043,2.496598178,2.509021024,2.520783357,2.532006792,2.54303039,2.552521844,2.562314482,2.572406127,2.581559212,2.587587766
