"Scenario";"Region";"Carrier";"Indicator";"Year.x";"ymax";"ymin"
"New Policies Scenarios";"INDIA";"Gas";"TFC";1997;47.7671973348308;37.6568337113069
"New Policies Scenarios";"INDIA";"Gas";"TFC";1998;51.7851052321515;42.4524618873602
"New Policies Scenarios";"INDIA";"Gas";"TFC";1999;55.8030131294722;47.2480900634135
"New Policies Scenarios";"INDIA";"Gas";"TFC";2000;59.8209210267929;17.4291271349593
"New Policies Scenarios";"INDIA";"Gas";"TFC";2001;63.8388289241137;25.6862144214634
"New Policies Scenarios";"INDIA";"Gas";"TFC";2002;67.8567368214344;33.9433017079675
"New Policies Scenarios";"INDIA";"Gas";"TFC";2003;71.8746447187551;42.2003889944715
"New Policies Scenarios";"INDIA";"Gas";"TFC";2004;75.8925526160758;50.4574762809756
"New Policies Scenarios";"INDIA";"Gas";"TFC";2005;79.9104605133965;58.7145635674797
"New Policies Scenarios";"INDIA";"Gas";"TFC";2006;83.9283684107172;66.9716508539837
"New Policies Scenarios";"INDIA";"Gas";"TFC";2007;87.9462763080379;75.2287381404878
"New Policies Scenarios";"INDIA";"Gas";"TFC";2008;91.9641842053586;83.4858254269919
"New Policies Scenarios";"INDIA";"Gas";"TFC";2009;95.9820921026793;91.7429127134959
"New Policies Scenarios";"INDIA";"Gas";"TFC";2010;100;100
"New Policies Scenarios";"INDIA";"Gas";"TFC";2011;108.257087286504;104.017907897321
"New Policies Scenarios";"INDIA";"Gas";"TFC";2012;116.514174573008;108.035815794641
"New Policies Scenarios";"INDIA";"Gas";"TFC";2013;124.771261859512;113.831538127927
"New Policies Scenarios";"INDIA";"Gas";"TFC";2014;133.028349146016;118.442050837235
"New Policies Scenarios";"INDIA";"Gas";"TFC";2015;150.432763656323;126.934124735366
"New Policies Scenarios";"INDIA";"Gas";"TFC";2016;216.476535527256;133.207744838969
"New Policies Scenarios";"INDIA";"Gas";"TFC";2017;238.048780487805;139.481364942571
"New Policies Scenarios";"INDIA";"Gas";"TFC";2018;256.585365853659;145.754985046174
"New Policies Scenarios";"INDIA";"Gas";"TFC";2019;278.395614932676;152.028605149777
"New Policies Scenarios";"INDIA";"Gas";"TFC";2020;310.386327751764;158.30222525338
"New Policies Scenarios";"INDIA";"Gas";"TFC";2021;331.988425753376;166.902936181467
"New Policies Scenarios";"INDIA";"Gas";"TFC";2022;353.590523754989;175.503647109554
"New Policies Scenarios";"INDIA";"Gas";"TFC";2023;375.192621756602;184.104358037642
"New Policies Scenarios";"INDIA";"Gas";"TFC";2024;396.794719758215;192.529422550507
"New Policies Scenarios";"INDIA";"Gas";"TFC";2025;418.396817759828;200.74811464086
"New Policies Scenarios";"INDIA";"Gas";"TFC";2026;442.436012983757;209.493528282971
"New Policies Scenarios";"INDIA";"Gas";"TFC";2027;466.475208207686;218.238941925082
"New Policies Scenarios";"INDIA";"Gas";"TFC";2028;490.514403431615;226.984355567193
"New Policies Scenarios";"INDIA";"Gas";"TFC";2029;514.553598655544;235.729769209303
"New Policies Scenarios";"INDIA";"Gas";"TFC";2030;538.592793879473;244.475182851414
"New Policies Scenarios";"INDIA";"Gas";"TFC";2031;561.785673142733;255.02561470115
"New Policies Scenarios";"INDIA";"Gas";"TFC";2032;584.978552405993;265.576046550887
"New Policies Scenarios";"INDIA";"Gas";"TFC";2033;608.171431669253;276.126478400623
"New Policies Scenarios";"INDIA";"Gas";"TFC";2034;631.364310932513;286.676910250359
"New Policies Scenarios";"INDIA";"Gas";"TFC";2035;654.557190195773;297.227342100095
"New Policies Scenarios";"INDIA";"Gas";"TFC";2036;675.313175531446;308.793811955034
"New Policies Scenarios";"INDIA";"Gas";"TFC";2037;696.06916086712;318.346844646432
"New Policies Scenarios";"INDIA";"Gas";"TFC";2038;716.825146202793;327.899877337831
"New Policies Scenarios";"INDIA";"Gas";"TFC";2039;737.581131538467;337.45291002923
"New Policies Scenarios";"INDIA";"Gas";"TFC";2040;758.33711687414;347.005942720628
"New Policies Scenarios";"INDIA";"Oil";"TFC";1990;36.0435750867342;34.9400200025267
"New Policies Scenarios";"INDIA";"Oil";"TFC";1991;39.2413963323975;38.1930190024003
"New Policies Scenarios";"INDIA";"Oil";"TFC";1992;42.4392175780608;41.446018002274
"New Policies Scenarios";"INDIA";"Oil";"TFC";1993;45.637038823724;44.6990170021476
"New Policies Scenarios";"INDIA";"Oil";"TFC";1994;48.8348600693873;47.9520160020213
"New Policies Scenarios";"INDIA";"Oil";"TFC";1995;52.0326813150506;51.205015001895
"New Policies Scenarios";"INDIA";"Oil";"TFC";1996;55.2305025607139;54.4580140017687
"New Policies Scenarios";"INDIA";"Oil";"TFC";1997;58.4283238063772;57.7110130016423
"New Policies Scenarios";"INDIA";"Oil";"TFC";1998;61.6261450520405;60.964012001516
"New Policies Scenarios";"INDIA";"Oil";"TFC";1999;64.8239662977038;64.2170110013897
"New Policies Scenarios";"INDIA";"Oil";"TFC";2000;68.0217875433671;59.9348534201954
"New Policies Scenarios";"INDIA";"Oil";"TFC";2001;71.2196087890304;63.9413680781759
"New Policies Scenarios";"INDIA";"Oil";"TFC";2002;74.4174300346937;67.9478827361563
"New Policies Scenarios";"INDIA";"Oil";"TFC";2003;77.615251280357;71.9543973941368
"New Policies Scenarios";"INDIA";"Oil";"TFC";2004;80.8130725260202;75.9609120521173
"New Policies Scenarios";"INDIA";"Oil";"TFC";2005;84.0108937716835;79.9674267100977
"New Policies Scenarios";"INDIA";"Oil";"TFC";2006;87.2087150173468;83.9739413680782
"New Policies Scenarios";"INDIA";"Oil";"TFC";2007;90.4065362630101;87.9804560260586
"New Policies Scenarios";"INDIA";"Oil";"TFC";2008;93.6043575086734;91.9869706840391
"New Policies Scenarios";"INDIA";"Oil";"TFC";2009;96.8021787543367;95.9934853420195
"New Policies Scenarios";"INDIA";"Oil";"TFC";2010;100;100
"New Policies Scenarios";"INDIA";"Oil";"TFC";2011;104.00651465798;103.197821245663
"New Policies Scenarios";"INDIA";"Oil";"TFC";2012;108.013029315961;106.395642491327
"New Policies Scenarios";"INDIA";"Oil";"TFC";2013;112.019543973941;109.633247844274
"New Policies Scenarios";"INDIA";"Oil";"TFC";2014;116.455212377689;113.011995999495
"New Policies Scenarios";"INDIA";"Oil";"TFC";2015;121.48499732087;119.009860614745
"New Policies Scenarios";"INDIA";"Oil";"TFC";2016;128.025522542998;124.039087947883
"New Policies Scenarios";"INDIA";"Oil";"TFC";2017;133.884738308139;121.172638436482
"New Policies Scenarios";"INDIA";"Oil";"TFC";2018;139.743954073279;127.589576547231
"New Policies Scenarios";"INDIA";"Oil";"TFC";2019;145.60316983842;134.00651465798
"New Policies Scenarios";"INDIA";"Oil";"TFC";2020;151.668918930317;140.42345276873
"New Policies Scenarios";"INDIA";"Oil";"TFC";2021;157.550739531351;146.840390879479
"New Policies Scenarios";"INDIA";"Oil";"TFC";2022;163.432560132385;153.257328990228
"New Policies Scenarios";"INDIA";"Oil";"TFC";2023;169.314380733419;159.674267100977
"New Policies Scenarios";"INDIA";"Oil";"TFC";2024;175.196201334453;166.091205211726
"New Policies Scenarios";"INDIA";"Oil";"TFC";2025;181.078021935487;172.508143322476
"New Policies Scenarios";"INDIA";"Oil";"TFC";2026;189.020512186683;179.28338762215
"New Policies Scenarios";"INDIA";"Oil";"TFC";2027;196.963002437879;186.058631921824
"New Policies Scenarios";"INDIA";"Oil";"TFC";2028;204.905492689075;192.833876221498
"New Policies Scenarios";"INDIA";"Oil";"TFC";2029;212.847982940271;199.609120521173
"New Policies Scenarios";"INDIA";"Oil";"TFC";2030;220.790473191467;206.384364820847
"New Policies Scenarios";"INDIA";"Oil";"TFC";2031;230.646055532656;212.899022801303
"New Policies Scenarios";"INDIA";"Oil";"TFC";2032;240.501637873846;219.413680781759
"New Policies Scenarios";"INDIA";"Oil";"TFC";2033;250.357220215035;225.928338762215
"New Policies Scenarios";"INDIA";"Oil";"TFC";2034;260.212802556224;232.442996742671
"New Policies Scenarios";"INDIA";"Oil";"TFC";2035;270.068384897413;238.957654723127
"New Policies Scenarios";"INDIA";"Oil";"TFC";2036;280.28349845349;243.231270358306
"New Policies Scenarios";"INDIA";"Oil";"TFC";2037;290.498612009567;247.504885993485
"New Policies Scenarios";"INDIA";"Oil";"TFC";2038;300.713725565644;251.778501628664
"New Policies Scenarios";"INDIA";"Oil";"TFC";2039;310.928839121722;256.052117263844
"New Policies Scenarios";"INDIA";"Oil";"TFC";2040;321.143952677799;260.325732899023
"New Policies Scenarios";"INDIA";"Total";"TFC";1990;40.6609630901226;35.9234089047257
"New Policies Scenarios";"INDIA";"Total";"TFC";1991;43.6279149356165;39.1272384594894
"New Policies Scenarios";"INDIA";"Total";"TFC";1992;46.5948667811103;42.3310680142531
"New Policies Scenarios";"INDIA";"Total";"TFC";1993;49.5618186266042;45.5348975690168
"New Policies Scenarios";"INDIA";"Total";"TFC";1994;52.5287704720981;48.7387271237805
"New Policies Scenarios";"INDIA";"Total";"TFC";1995;55.495722317592;51.9425566785442
"New Policies Scenarios";"INDIA";"Total";"TFC";1996;58.4626741630858;55.146386233308
"New Policies Scenarios";"INDIA";"Total";"TFC";1997;61.4296260085797;58.3502157880717
"New Policies Scenarios";"INDIA";"Total";"TFC";1998;64.3965778540736;61.5540453428354
"New Policies Scenarios";"INDIA";"Total";"TFC";1999;67.3635296995675;64.7578748975991
"New Policies Scenarios";"INDIA";"Total";"TFC";2000;70.3304815450613;51.4767932489451
"New Policies Scenarios";"INDIA";"Total";"TFC";2001;73.2974333905552;56.3291139240506
"New Policies Scenarios";"INDIA";"Total";"TFC";2002;76.2643852360491;61.1814345991561
"New Policies Scenarios";"INDIA";"Total";"TFC";2003;79.2313370815429;66.0337552742616
"New Policies Scenarios";"INDIA";"Total";"TFC";2004;82.1982889270368;70.8860759493671
"New Policies Scenarios";"INDIA";"Total";"TFC";2005;85.1652407725307;75.7383966244726
"New Policies Scenarios";"INDIA";"Total";"TFC";2006;88.1321926180245;80.5907172995781
"New Policies Scenarios";"INDIA";"Total";"TFC";2007;91.0991444635184;85.4430379746835
"New Policies Scenarios";"INDIA";"Total";"TFC";2008;94.0660963090123;90.295358649789
"New Policies Scenarios";"INDIA";"Total";"TFC";2009;97.0330481545061;95.1476793248945
"New Policies Scenarios";"INDIA";"Total";"TFC";2010;100;100
"New Policies Scenarios";"INDIA";"Total";"TFC";2011;104.852320675105;102.966951845494
"New Policies Scenarios";"INDIA";"Total";"TFC";2012;109.704641350211;105.933903690988
"New Policies Scenarios";"INDIA";"Total";"TFC";2013;114.556962025316;109.493598622468
"New Policies Scenarios";"INDIA";"Total";"TFC";2014;119.409282700422;112.815318219055
"New Policies Scenarios";"INDIA";"Total";"TFC";2015;124.261603375527;119.920192275374
"New Policies Scenarios";"INDIA";"Total";"TFC";2016;132.511652994322;126.983662325878
"New Policies Scenarios";"INDIA";"Total";"TFC";2017;140.823361367933;132.246101984601
"New Policies Scenarios";"INDIA";"Total";"TFC";2018;149.135069741544;137.508541643324
"New Policies Scenarios";"INDIA";"Total";"TFC";2019;157.446778115155;142.770981302046
"New Policies Scenarios";"INDIA";"Total";"TFC";2020;165.758486488766;148.033420960769
"New Policies Scenarios";"INDIA";"Total";"TFC";2021;174.070194862377;154.492549092454
"New Policies Scenarios";"INDIA";"Total";"TFC";2022;182.381903235988;160.951677224139
"New Policies Scenarios";"INDIA";"Total";"TFC";2023;190.693611609599;167.410805355824
"New Policies Scenarios";"INDIA";"Total";"TFC";2024;199.00531998321;173.869933487509
"New Policies Scenarios";"INDIA";"Total";"TFC";2025;207.805907172996;180.329061619194
"New Policies Scenarios";"INDIA";"Total";"TFC";2026;217.911392405063;187.548149894201
"New Policies Scenarios";"INDIA";"Total";"TFC";2027;228.238285849645;194.767238169208
"New Policies Scenarios";"INDIA";"Total";"TFC";2028;238.698914596057;201.986326444215
"New Policies Scenarios";"INDIA";"Total";"TFC";2029;249.159543342469;209.205414719222
"New Policies Scenarios";"INDIA";"Total";"TFC";2030;259.620172088881;216.424502994229
"New Policies Scenarios";"INDIA";"Total";"TFC";2031;269.729262403379;223.827048480233
"New Policies Scenarios";"INDIA";"Total";"TFC";2032;279.838352717877;231.229593966237
"New Policies Scenarios";"INDIA";"Total";"TFC";2033;289.947443032375;238.632139452242
"New Policies Scenarios";"INDIA";"Total";"TFC";2034;300.056533346873;246.034684938246
"New Policies Scenarios";"INDIA";"Total";"TFC";2035;310.165623661371;253.437230424251
"New Policies Scenarios";"INDIA";"Total";"TFC";2036;319.206877358972;260.445337123125
"New Policies Scenarios";"INDIA";"Total";"TFC";2037;328.248131056572;267.453443821998
"New Policies Scenarios";"INDIA";"Total";"TFC";2038;337.289384754172;274.461550520872
"New Policies Scenarios";"INDIA";"Total";"TFC";2039;346.330638451772;281.469657219746
"New Policies Scenarios";"INDIA";"Total";"TFC";2040;355.371892149373;288.47776391862
"New Policies Scenarios";"INDIA";"Transport";"TFC";1990;28.1900382410407;27.8300238893859
"New Policies Scenarios";"INDIA";"Transport";"TFC";1991;31.7805363289886;31.4385226949166
"New Policies Scenarios";"INDIA";"Transport";"TFC";1992;35.3710344169366;35.0470215004473
"New Policies Scenarios";"INDIA";"Transport";"TFC";1993;38.9615325048846;38.655520305978
"New Policies Scenarios";"INDIA";"Transport";"TFC";1994;42.5520305928325;42.2640191115087
"New Policies Scenarios";"INDIA";"Transport";"TFC";1995;46.1425286807805;45.8725179170394
"New Policies Scenarios";"INDIA";"Transport";"TFC";1996;49.7330267687285;49.4810167225701
"New Policies Scenarios";"INDIA";"Transport";"TFC";1997;53.3235248566764;53.0895155281008
"New Policies Scenarios";"INDIA";"Transport";"TFC";1998;56.9140229446244;56.6980143336315
"New Policies Scenarios";"INDIA";"Transport";"TFC";1999;60.5045210325724;60.3065131391622
"New Policies Scenarios";"INDIA";"Transport";"TFC";2000;64.0950191205203;48.0053732657262
"New Policies Scenarios";"INDIA";"Transport";"TFC";2001;67.6855172084683;53.2048359391536
"New Policies Scenarios";"INDIA";"Transport";"TFC";2002;71.2760152964163;58.404298612581
"New Policies Scenarios";"INDIA";"Transport";"TFC";2003;74.8665133843642;63.6037612860083
"New Policies Scenarios";"INDIA";"Transport";"TFC";2004;78.4570114723122;68.8032239594357
"New Policies Scenarios";"INDIA";"Transport";"TFC";2005;82.0475095602602;74.0026866328631
"New Policies Scenarios";"INDIA";"Transport";"TFC";2006;85.6380076482081;79.2021493062905
"New Policies Scenarios";"INDIA";"Transport";"TFC";2007;89.2285057361561;84.4016119797179
"New Policies Scenarios";"INDIA";"Transport";"TFC";2008;92.8190038241041;89.6010746531452
"New Policies Scenarios";"INDIA";"Transport";"TFC";2009;96.409501912052;94.8005373265726
"New Policies Scenarios";"INDIA";"Transport";"TFC";2010;100;100
"New Policies Scenarios";"INDIA";"Transport";"TFC";2011;105.199462673427;103.590498087948
"New Policies Scenarios";"INDIA";"Transport";"TFC";2012;110.398925346855;107.180996175896
"New Policies Scenarios";"INDIA";"Transport";"TFC";2013;115.598388020282;110.771494263844
"New Policies Scenarios";"INDIA";"Transport";"TFC";2014;120.79785069371;114.40464772053
"New Policies Scenarios";"INDIA";"Transport";"TFC";2015;127.152581588412;122.901988250736
"New Policies Scenarios";"INDIA";"Transport";"TFC";2016;135.281729631638;131.399328780941
"New Policies Scenarios";"INDIA";"Transport";"TFC";2017;143.156391659239;138.863346066092
"New Policies Scenarios";"INDIA";"Transport";"TFC";2018;151.03105368684;145.886309016654
"New Policies Scenarios";"INDIA";"Transport";"TFC";2019;158.905715714441;152.909271967216
"New Policies Scenarios";"INDIA";"Transport";"TFC";2020;166.780377742042;159.932234917778
"New Policies Scenarios";"INDIA";"Transport";"TFC";2021;174.655039769643;167.945464805221
"New Policies Scenarios";"INDIA";"Transport";"TFC";2022;182.529701797244;175.958694692663
"New Policies Scenarios";"INDIA";"Transport";"TFC";2023;190.404363824845;183.971924580106
"New Policies Scenarios";"INDIA";"Transport";"TFC";2024;198.279025852447;191.985154467549
"New Policies Scenarios";"INDIA";"Transport";"TFC";2025;206.153687880048;199.998384354992
"New Policies Scenarios";"INDIA";"Transport";"TFC";2026;218.573088798645;211.228552312516
"New Policies Scenarios";"INDIA";"Transport";"TFC";2027;231.213461658848;222.458720270041
"New Policies Scenarios";"INDIA";"Transport";"TFC";2028;243.853834519052;233.688888227565
"New Policies Scenarios";"INDIA";"Transport";"TFC";2029;256.494207379256;244.91905618509
"New Policies Scenarios";"INDIA";"Transport";"TFC";2030;269.134580239459;255.586846062596
"New Policies Scenarios";"INDIA";"Transport";"TFC";2031;282.252246066733;269.116855724413
"New Policies Scenarios";"INDIA";"Transport";"TFC";2032;295.369911894006;282.646865386229
"New Policies Scenarios";"INDIA";"Transport";"TFC";2033;308.48757772128;296.176875048045
"New Policies Scenarios";"INDIA";"Transport";"TFC";2034;321.605243548553;309.706884709862
"New Policies Scenarios";"INDIA";"Transport";"TFC";2035;334.722909375827;323.236894371678
"New Policies Scenarios";"INDIA";"Transport";"TFC";2036;346.34872041341;333.998109406504
"New Policies Scenarios";"INDIA";"Transport";"TFC";2037;357.974531450992;343.708096411836
"New Policies Scenarios";"INDIA";"Transport";"TFC";2038;369.600342488575;353.418083417168
"New Policies Scenarios";"INDIA";"Transport";"TFC";2039;383.669516775986;363.1280704225
"New Policies Scenarios";"INDIA";"Transport";"TFC";2040;398.621449796187;372.838057427831
"New Policies Scenarios";"INDIA";"Total";"Industry";2000;46.5058750773036;46.5058750773036
"New Policies Scenarios";"INDIA";"Total";"Industry";2001;51.8552875695733;51.8552875695733
"New Policies Scenarios";"INDIA";"Total";"Industry";2002;57.2047000618429;57.2047000618429
"New Policies Scenarios";"INDIA";"Total";"Industry";2003;62.5541125541125;62.5541125541125
"New Policies Scenarios";"INDIA";"Total";"Industry";2004;67.9035250463822;67.9035250463822
"New Policies Scenarios";"INDIA";"Total";"Industry";2005;73.2529375386518;73.2529375386518
"New Policies Scenarios";"INDIA";"Total";"Industry";2006;78.6023500309215;78.6023500309215
"New Policies Scenarios";"INDIA";"Total";"Industry";2007;83.9517625231911;83.9517625231911
"New Policies Scenarios";"INDIA";"Total";"Industry";2008;89.3011750154607;89.3011750154607
"New Policies Scenarios";"INDIA";"Total";"Industry";2009;94.6505875077304;94.6505875077304
"New Policies Scenarios";"INDIA";"Total";"Industry";2010;100;100
"New Policies Scenarios";"INDIA";"Total";"Industry";2011;105.34941249227;105.34941249227
"New Policies Scenarios";"INDIA";"Total";"Industry";2012;110.698824984539;110.698824984539
"New Policies Scenarios";"INDIA";"Total";"Industry";2013;116.048237476809;116.048237476809
"New Policies Scenarios";"INDIA";"Total";"Industry";2014;121.397649969079;121.397649969079
"New Policies Scenarios";"INDIA";"Total";"Industry";2015;126.747062461348;126.747062461348
"New Policies Scenarios";"INDIA";"Total";"Industry";2016;132.096474953618;132.096474953618
"New Policies Scenarios";"INDIA";"Total";"Industry";2017;136.549165120594;136.549165120594
"New Policies Scenarios";"INDIA";"Total";"Industry";2018;148.453927025356;148.453927025356
"New Policies Scenarios";"INDIA";"Total";"Industry";2019;160.358688930118;160.358688930118
"New Policies Scenarios";"INDIA";"Total";"Industry";2020;172.263450834879;172.263450834879
"New Policies Scenarios";"INDIA";"Total";"Industry";2021;184.168212739641;184.168212739641
"New Policies Scenarios";"INDIA";"Total";"Industry";2022;196.072974644403;196.072974644403
"New Policies Scenarios";"INDIA";"Total";"Industry";2023;207.977736549165;207.977736549165
"New Policies Scenarios";"INDIA";"Total";"Industry";2024;219.882498453927;219.882498453927
"New Policies Scenarios";"INDIA";"Total";"Industry";2025;231.787260358689;231.787260358689
"New Policies Scenarios";"INDIA";"Total";"Industry";2026;244.353741496599;244.353741496599
"New Policies Scenarios";"INDIA";"Total";"Industry";2027;256.920222634508;256.920222634508
"New Policies Scenarios";"INDIA";"Total";"Industry";2028;269.486703772418;269.486703772418
"New Policies Scenarios";"INDIA";"Total";"Industry";2029;282.053184910328;282.053184910328
"New Policies Scenarios";"INDIA";"Total";"Industry";2030;294.619666048237;294.619666048237
"New Policies Scenarios";"INDIA";"Total";"Industry";2031;306.542980828695;306.542980828695
"New Policies Scenarios";"INDIA";"Total";"Industry";2032;318.466295609153;318.466295609153
"New Policies Scenarios";"INDIA";"Total";"Industry";2033;330.38961038961;330.38961038961
"New Policies Scenarios";"INDIA";"Total";"Industry";2034;342.312925170068;342.312925170068
"New Policies Scenarios";"INDIA";"Total";"Industry";2035;354.236239950526;354.236239950526
"New Policies Scenarios";"INDIA";"Total";"Industry";2036;365.664811379097;365.664811379097
"New Policies Scenarios";"INDIA";"Total";"Industry";2037;377.093382807669;377.093382807669
"New Policies Scenarios";"INDIA";"Total";"Industry";2038;388.52195423624;388.52195423624
"New Policies Scenarios";"INDIA";"Total";"Industry";2039;399.950525664811;399.950525664811
"New Policies Scenarios";"INDIA";"Total";"Industry";2040;411.379097093383;411.379097093383
"New Policies Scenarios";"World";"Coal";"TFC";1990;81.6489775350211;72.4578643895511
"New Policies Scenarios";"World";"Coal";"TFC";1991;82.5665286582701;73.8349711700735
"New Policies Scenarios";"World";"Coal";"TFC";1992;83.484079781519;75.212077950596
"New Policies Scenarios";"World";"Coal";"TFC";1993;84.401630904768;76.5891847311184
"New Policies Scenarios";"World";"Coal";"TFC";1994;85.3191820280169;77.9662915116409
"New Policies Scenarios";"World";"Coal";"TFC";1995;86.2367331512659;79.3433982921633
"New Policies Scenarios";"World";"Coal";"TFC";1996;87.1542842745148;80.7205050726858
"New Policies Scenarios";"World";"Coal";"TFC";1997;88.0718353977637;82.0976118532082
"New Policies Scenarios";"World";"Coal";"TFC";1998;88.9893865210127;83.4747186337307
"New Policies Scenarios";"World";"Coal";"TFC";1999;89.9069376442616;84.8518254142531
"New Policies Scenarios";"World";"Coal";"TFC";2000;90.8244887675106;62.5588173933712
"New Policies Scenarios";"World";"Coal";"TFC";2001;91.7420398907595;66.3029356540341
"New Policies Scenarios";"World";"Coal";"TFC";2002;92.6595910140085;70.047053914697
"New Policies Scenarios";"World";"Coal";"TFC";2003;93.5771421372574;73.7911721753598
"New Policies Scenarios";"World";"Coal";"TFC";2004;94.4946932605064;77.5352904360227
"New Policies Scenarios";"World";"Coal";"TFC";2005;95.4122443837553;81.2794086966856
"New Policies Scenarios";"World";"Coal";"TFC";2006;96.3297955070042;85.0235269573485
"New Policies Scenarios";"World";"Coal";"TFC";2007;97.2473466302532;88.7676452180114
"New Policies Scenarios";"World";"Coal";"TFC";2008;98.1648977535021;92.5117634786743
"New Policies Scenarios";"World";"Coal";"TFC";2009;99.0824488767511;96.2558817393371
"New Policies Scenarios";"World";"Coal";"TFC";2010;100;100
"New Policies Scenarios";"World";"Coal";"TFC";2011;103.744118260663;100.917551123249
"New Policies Scenarios";"World";"Coal";"TFC";2012;107.488236521326;101.835102246498
"New Policies Scenarios";"World";"Coal";"TFC";2013;111.232354781989;103.155676283738
"New Policies Scenarios";"World";"Coal";"TFC";2014;114.976473042652;103.510819040141
"New Policies Scenarios";"World";"Coal";"TFC";2015;118.720591303314;103.865961796544
"New Policies Scenarios";"World";"Coal";"TFC";2016;121.80274691145;104.221104552947
"New Policies Scenarios";"World";"Coal";"TFC";2017;119.262889088274;104.57624730935
"New Policies Scenarios";"World";"Coal";"TFC";2018;119.387121264407;104.931390065753
"New Policies Scenarios";"World";"Coal";"TFC";2019;119.511353440541;105.286532822156
"New Policies Scenarios";"World";"Coal";"TFC";2020;119.635585616675;105.641675578559
"New Policies Scenarios";"World";"Coal";"TFC";2021;119.759817792808;105.971688126206
"New Policies Scenarios";"World";"Coal";"TFC";2022;119.884049968942;106.301700673854
"New Policies Scenarios";"World";"Coal";"TFC";2023;120.008282145076;106.631713221501
"New Policies Scenarios";"World";"Coal";"TFC";2024;120.132514321209;106.961725769148
"New Policies Scenarios";"World";"Coal";"TFC";2025;120.256746497343;107.27651088294
"New Policies Scenarios";"World";"Coal";"TFC";2026;120.063496445579;107.484424410601
"New Policies Scenarios";"World";"Coal";"TFC";2027;119.870246393816;107.692337938261
"New Policies Scenarios";"World";"Coal";"TFC";2028;119.676996342053;107.900251465921
"New Policies Scenarios";"World";"Coal";"TFC";2029;119.873473875399;108.108164993581
"New Policies Scenarios";"World";"Coal";"TFC";2030;120.083874904326;108.316078521241
"New Policies Scenarios";"World";"Coal";"TFC";2031;120.178996311425;108.287352907748
"New Policies Scenarios";"World";"Coal";"TFC";2032;120.274117718523;108.258627294255
"New Policies Scenarios";"World";"Coal";"TFC";2033;120.369239125621;108.229901680762
"New Policies Scenarios";"World";"Coal";"TFC";2034;120.46436053272;108.201176067268
"New Policies Scenarios";"World";"Coal";"TFC";2035;120.559481939818;108.172450453775
"New Policies Scenarios";"World";"Coal";"TFC";2036;120.608666364626;108.021494574732
"New Policies Scenarios";"World";"Coal";"TFC";2037;120.657850789434;107.870538695688
"New Policies Scenarios";"World";"Coal";"TFC";2038;120.707035214242;107.719582816645
"New Policies Scenarios";"World";"Coal";"TFC";2039;120.75621963905;107.568626937602
"New Policies Scenarios";"World";"Coal";"TFC";2040;120.805404063858;107.417671058558
"New Policies Scenarios";"World";"Gas";"Industry";1990;71.9516228199692;69.9634435538646
"New Policies Scenarios";"World";"Gas";"Industry";1991;73.3540416789707;71.4652713761713
"New Policies Scenarios";"World";"Gas";"Industry";1992;74.7564605379723;72.9670991984781
"New Policies Scenarios";"World";"Gas";"Industry";1993;76.1588793969738;74.4689270207849
"New Policies Scenarios";"World";"Gas";"Industry";1994;77.5612982559754;75.9707548430916
"New Policies Scenarios";"World";"Gas";"Industry";1995;78.9637171149769;77.4725826653984
"New Policies Scenarios";"World";"Gas";"Industry";1996;80.3661359739784;78.9744104877052
"New Policies Scenarios";"World";"Gas";"Industry";1997;81.76855483298;80.476238310012
"New Policies Scenarios";"World";"Gas";"Industry";1998;83.1709736919815;81.9780661323187
"New Policies Scenarios";"World";"Gas";"Industry";1999;84.573392550983;83.4798939546255
"New Policies Scenarios";"World";"Gas";"Industry";2000;85.9758114099846;84.9817217769323
"New Policies Scenarios";"World";"Gas";"Industry";2001;87.3782302689861;86.483549599239
"New Policies Scenarios";"World";"Gas";"Industry";2002;88.7806491279877;87.9853774215458
"New Policies Scenarios";"World";"Gas";"Industry";2003;90.1830679869892;89.4872052438526
"New Policies Scenarios";"World";"Gas";"Industry";2004;91.5854868459907;90.9890330661594
"New Policies Scenarios";"World";"Gas";"Industry";2005;92.9879057049923;92.4908608884661
"New Policies Scenarios";"World";"Gas";"Industry";2006;94.3903245639938;93.9926887107729
"New Policies Scenarios";"World";"Gas";"Industry";2007;95.7927434229954;95.4945165330797
"New Policies Scenarios";"World";"Gas";"Industry";2008;97.1951622819969;96.9963443553865
"New Policies Scenarios";"World";"Gas";"Industry";2009;98.5975811409985;98.4981721776932
"New Policies Scenarios";"World";"Gas";"Industry";2010;100;100
"New Policies Scenarios";"World";"Gas";"Industry";2011;101.501827822307;101.402418859002
"New Policies Scenarios";"World";"Gas";"Industry";2012;103.003655644614;102.804837718003
"New Policies Scenarios";"World";"Gas";"Industry";2013;104.989835809595;104.210870671511
"New Policies Scenarios";"World";"Gas";"Industry";2014;107.174833901188;105.614494228681
"New Policies Scenarios";"World";"Gas";"Industry";2015;109.35983199278;107.858109398279
"New Policies Scenarios";"World";"Gas";"Industry";2016;111.544830084372;110.101724567877
"New Policies Scenarios";"World";"Gas";"Industry";2017;113.729828175965;112.345339737476
"New Policies Scenarios";"World";"Gas";"Industry";2018;115.914826267557;114.588954907074
"New Policies Scenarios";"World";"Gas";"Industry";2019;118.099824359149;116.810751184259
"New Policies Scenarios";"World";"Gas";"Industry";2020;120.284822450742;118.861629137149
"New Policies Scenarios";"World";"Gas";"Industry";2021;122.510082672161;120.821293581029
